RKB,centralno,duration (h),distance (km),coordinates_centralno,coordinates_podracno,Населено место
7380114885,Крива Паланка - ООУ „Илинден“,0.2908333333,10.909,"42.1968449,22.3241838","42.1567942,22.2409196",с. Мождивњак
7380114885,Крива Паланка - ООУ „Илинден“,0.2908333333,10.909,"42.1968449,22.3241838","42.1567942,22.2409196",с. Мождивњак
7380114885,Крива Паланка - ООУ „Илинден“,0.1077777778,3.463,"42.1968449,22.3241838","42.1833666,22.2923458",с. Конопница
7390106459,Кривогаштани - OОУ „Јонче Смугрески“ с.Обршани,0.04166666667,1.642,"41.2843834,21.3654204","41.2791548,21.3482245",с. Бела Црква
7390106459,Кривогаштани - OОУ „Јонче Смугрески“ с.Обршани,0.08055555556,3.782,"41.2843834,21.3654204","41.2915612,21.4003042",с. Боротино
7390106351,Кривогаштани - ООУ „Манчу Матак“ с.Кривогаштани,0.1233333333,6.215,"41.3384768,21.3310898","41.3913788,21.3241162",с. Подвис
7390106351,Кривогаштани - ООУ „Манчу Матак“ с.Кривогаштани,0.1091666667,3.988,"41.3384768,21.3310898","41.3680356,21.3191377",с. Годивле
7390106351,Кривогаштани - ООУ „Манчу Матак“ с.Кривогаштани,0.03972222222,1.765,"41.3384768,21.3310898","41.3346449,21.349829",с. Врбјани
7390106351,Кривогаштани - ООУ „Манчу Матак“ с.Кривогаштани,0.08777777778,3.601,"41.3384768,21.3310898","41.3122861,21.3496127",с. Крушеани
7390106351,Кривогаштани - ООУ „Манчу Матак“ с.Кривогаштани,0.03972222222,1.765,"41.3384768,21.3310898","41.3346449,21.349829",с. Врбјани
7390106351,Кривогаштани - ООУ „Манчу Матак“ с.Кривогаштани,0.1133333333,6.35,"41.3384768,21.3310898","41.3398735,21.4022148",с. Славеј
7400106297,Крушево - ООУ „Никола Карев“,0.7986111111,28.74,"41.3708666,21.2490284","41.4363811,21.2529008",с. Белушино
7400106297,Крушево - ООУ „Никола Карев“,0.7008333333,26.049,"41.3708666,21.2490284","41.4522435,21.272082",с. Саждево
7400106297,Крушево - ООУ „Никола Карев“,0.7158333333,25.911,"41.3708666,21.2490284","41.4326904,21.2779297",с. Борино
7400106297,Крушево - ООУ „Никола Карев“,0.3666666667,14.982,"41.3708666,21.2490284","41.3988335,21.2750382",с. Норово
7400106297,Крушево - ООУ „Никола Карев“,0.2858333333,11.183,"41.3708666,21.2490284","41.3682596,21.2966714",с. Алданци
7400106297,Крушево - ООУ „Никола Карев“,0.2919444444,11.526,"41.3708666,21.2490284","41.338406,21.2971072",с. Врбоец
7400106300,Крушево - ООУ „Св.Кирил и Методиј“ с.Бучин,0.3508333333,13.223,"41.3708666,21.2490284","41.3227148,21.3047098",с. Светомитрани-Крушево
7400106300,Крушево - ООУ „Св.Кирил и Методиј“ с.Бучин,0.4222222222,16.334,"41.3708666,21.2490284","41.296529,21.3135972",с. Пресил-Крушево
7410105681,Куманово - ООУ „11 Октомври“,0.1769444444,7.449,"42.1388163,21.7158189","42.1739033,21.685574", с. Речица
7410105681,Куманово - ООУ „11 Октомври“,0.1283333333,3.46,"42.1388163,21.7158189","42.1652476,21.7120958", с. Долно Коњаре
7410105452,Куманово - ООУ „Браќа Миладиновци“,0.3286111111,15.793,"42.1327161,21.7194271","42.0223585,21.7254424",с. Студена бара
7410105452,Куманово - ООУ „Браќа Миладиновци“,0.2588888889,12.417,"42.1327161,21.7194271","42.0408387,21.7428768",С.Пчиња
7410105452,Куманово - ООУ „Браќа Миладиновци“,0.04611111111,0.59,"42.1327161,21.7194271","42.1298652,21.7167862","нас. Соколана, Куманово"
7410105452,Куманово - ООУ „Браќа Миладиновци“,0.05361111111,0.715,"42.1327161,21.7194271","42.1341914,21.7203355","нас. Карпош, Куманово"
7410105517,Куманово - ООУ „Браќа Рибар“  с.Табановце,0.1355555556,6.98,"42.2226526,21.709831","42.1905872,21.7042852","с. Костурник, Табановце"
7410105517,Куманово - ООУ „Браќа Рибар“  с.Табановце,0.135,6.792,"42.21143978649116, 21.71458172273556","42.21001770907798, 21.75820219020496","с. Четирце, Табановце"
7410105517,Куманово - ООУ „Браќа Рибар“  с.Табановце,0.09083333333,4.928,"42.2226526,21.709831","42.1817388,21.722095","с. Горно Којнаре, Табановце"
7410105517,Куманово - ООУ „Браќа Рибар“  с.Табановце,0.09861111111,4.13,"42.2113112388945, 21.714544620215644","42.243853850843884, 21.728499453229215","с. Сопот, Табановце"
7410105649,Куманово - ООУ „Карпош“ с.Умин Дол,0.4558333333,18.287,"42.060222,21.5538112","42.1164812,21.6596418","с. Љубодраг, Куманово"
7410105568,Куманово - ООУ „Кирил и Методиј“ с.Романовце,0.09138888889,4.713,"42.089000531951726, 21.693417197499716","42.049874449566175, 21.682530105983492",с. Агино
7410105460,Куманово - ООУ „Кочо Рацин“ Куманово,0.4138888889,22.787,"42.1187106,21.7313393","42.0243341,21.8777713",с. Градиште
7410105460,Куманово - ООУ „Кочо Рацин“ Куманово,1.0375,44.287,"42.060222,21.5538112","42.0088238,21.8563235",с. Габреш
7410105460,Куманово - ООУ „Кочо Рацин“ Куманово,0.3613888889,18.225,"42.11871462995743, 21.73353016505417","42.0338269,21.8567526",с. Кучкарево
7410105460,Куманово - ООУ „Кочо Рацин“ Куманово,0.6855555556,26.097,"42.060222,21.5538112","42.1128452,21.7230269",с. Биљановце
7410105460,Куманово - ООУ „Кочо Рацин“ Куманово,0.2641666667,11.422,"42.118720263668266, 21.733519017805452","42.06321530627062, 21.80020112594031",с.Орашац
7410105460,Куманово - ООУ „Кочо Рацин“ Куманово,0.7347222222,28.475,"42.060222,21.5538112","42.1038576,21.7548716",с. Добрашане
7410105673,Куманово - ООУ „Толи Зордумис“,0.105,3.976,"42.1384324,21.7033212","42.1573431,21.6715943","с. Режановце, Куманово"
7410105525,Куманово - ООУ „Христијан Карпош“,0.1383333333,3.714,"42.1386343,21.7325556","42.1348509,21.7682879",с.Тромеѓа-Куманово
7410105525,Куманово - ООУ „Христијан Карпош“,0.04527777778,0.923,"42.1386343,21.7325556","42.1353252,21.7388349","нас. Иго Тричковиќ, Куманово"
7420105495,Липково - ООУ „Дитурија“,0.6491666667,21.925,"42.1187106,21.733528","42.1734401,21.547166",с. Рнковце
7420105495,Липково - ООУ „Дитурија“,1.0475,31.327,"42.1187106,21.733528","42.2143725,21.5176408",с. Гошинце
7420105495,Липково - ООУ „Дитурија“,0.4677777778,16.687,"42.1187106,21.733528","42.151387,21.5836757",с. Лукаре
,Липково - ООУ„5 Октомври“,0.1883333333,6.738,"42.1542873,21.5831315","42.1110246,21.6186159",с. Ропалце
7420105479,Липково - ООУ„Култура“ с.Матејче,0.5019444444,20.877,"42.0629308,21.5168244","42.0988622,21.5881556",с. Виштице
7420105614,Липково - ООУ„Рилиндја“ с.Љојане,0.2369444444,9.902,"42.1550921,21.5869332","42.2045045,21.6637301",с. Ваксинце
7420105614,Липково - ООУ„Рилиндја“ с.Љојане,0.3530555556,13.579,"42.1550921,21.5869332","42.2343811,21.6676663",с. Љојане
7420105487,Липково - ООУ„Фаик Коница“ с.Слупчане,0.1491666667,6.542,"42.1671727,21.6223396","42.1984083,21.5843362",с. Извор
7420105487,Липково - ООУ„Фаик Коница“ с.Слупчане,0.09333333333,3.617,"42.1671727,21.6223396","42.1919201,21.6060845",с. Рунич
7420105487,Липково - ООУ„Фаик Коница“ с.Слупчане,0.1272222222,5.452,"42.1671727,21.6223396","42.187295,21.5875452",с. Алашевце
7430107099,Лозово - ООУ „Методи Митевски-Брицо“,0.1063888889,4.816,"41.7811951,21.9024861","41.8043629,21.8678594",с. Милино
7430107099,Лозово - ООУ „Методи Митевски-Брицо“,0.06277777778,2.32,"41.7811951,21.9024861","41.7660602,21.8927451",с. Дорфулија
7430107099,Лозово - ООУ „Методи Митевски-Брицо“,0.08083333333,4.185,"41.7811951,21.9024861","41.788454,21.941919",с. Сарамзалино
7430107099,Лозово - ООУ „Методи Митевски-Брицо“,0.08777777778,4.99,"41.7811951,21.9024861","41.7636335,21.8684615",с. Каратманово
7460105444,Мaкедонска Kaменица - ОOУ „Св.Кирил и Методиј“,0.2236111111,8.817,"42.0226536,22.5885088","42.0800844,22.5425291",с. Саса
7460105444,Мaкедонска Kaменица - ОOУ „Св.Кирил и Методиј“,0.4336111111,14.175,"42.0226536,22.5885088","42.0612571,22.4939891",с.Цера
7460105444,Мaкедонска Kaменица - ОOУ „Св.Кирил и Методиј“,0.1258333333,4.148,"42.0226536,22.5885088","42.0546934,22.58847",с.Моштица-Македонска Каменица
,Маврово и Ростуше - OОУ „Хајан Селмани“ с.Ростуше,0.1388888889,4.598,"41.6106022,20.5994492","41.5887899,20.6258466",с. Јанче
,Маврово и Ростуше - OОУ „Хајан Селмани“ с.Ростуше,0.05555555556,1.283,"41.6106022,20.5994492","41.6167718,20.5969171",с. Велебрдо
,Маврово и Ростуше - OОУ „Хајан Селмани“ с.Ростуше,0.1361111111,3.395,"41.6106022,20.5994492","41.627772,20.5892421",с.Требиште
7440107625,Маврово и Ростуше - ОOУ „Денче Дејаноски“ с.Маврови Анови,0.1872222222,5.551,"41.7029597,20.7546078","41.720947,20.7304556",с. Врбен
7440107625,Маврово и Ростуше - ОOУ „Денче Дејаноски“ с.Маврови Анови,0.3036111111,9.409,"41.7029597,20.7546078","41.7510175,20.7760672",с. Дуф
7440107625,Маврово и Ростуше - ОOУ „Денче Дејаноски“ с.Маврови Анови,0.3538888889,14.032,"41.7029597,20.7546078","41.7342252,20.637112",с. Нистрово
7440107625,Маврово и Ростуше - ОOУ „Денче Дејаноски“ с.Маврови Анови,0.2194444444,7.938,"41.7029597,20.7546078","41.6551695,20.7340361",с. Маврово
7440111142,Маврово и Ростуше - ООУ „Блаже Конески“ с.Скидриње,0.2638888889,8.831,"41.5657538182147,20.6089622486477","41.5884136,20.6152776",с. Аџиевци
7440111142,Маврово и Ростуше - ООУ „Блаже Конески“ с.Скидриње,0.2991666667,9.35,"41.5657538182147,20.6089622486477","41.5805737,20.6103114",с.Присојница
7440107617,Маврово и Ростуше - ООУ „Маршал Тито“ с.Жеровница,0.2963888889,10.631,"41.6732317,20.5894088","41.681987,20.6577794","с. Сенце, Маврово Ростуше"
7440107617,Маврово и Ростуше - ООУ „Маршал Тито“ с.Жеровница,0.02388888889,0.618,"41.6732317,20.5894088","41.6770685,20.6022064","с. Врбјани, Маврово Ростуше"
7450106599,Македонски Брод - ООУ „Св.Климент Охридски“,0.7827777778,44.052,"41.5116438753442,21.2157370276042","41.7235239,21.158461",с.Брест
7450106599,Македонски Брод - ООУ „Св.Климент Охридски“,0.8186111111,45.372,"41.5116438753442,21.2157370276042","41.7297569,21.1318347",с.Косово
7450106599,Македонски Брод - ООУ „Св.Климент Охридски“,0.6086111111,38.11,"41.5116438753442,21.2157370276042","41.6821453,21.1456969",с. Самоков
7450106599,Македонски Брод - ООУ „Св.Климент Охридски“,0.5025,28.772,"41.5116438753442,21.2157370276042","41.645578991574155, 21.283721347890506",с. Црешнево
7450106599,Македонски Брод - ООУ „Св.Климент Охридски“,0.3227777778,18.676,"41.5116438753442,21.2157370276042","41.6151682,21.2123261",с.Долни Манастирец
7450106599,Македонски Брод - ООУ „Св.Климент Охридски“,0.105,2.744,"41.5116438753442,21.2157370276042","41.5281873,21.2104233",с.Требино
7450106599,Македонски Брод - ООУ „Св.Климент Охридски“,0.09972222222,3.941,"41.5116438753442,21.2157370276042","41.521029,21.2370841",с.Сувидол
7470104863,Могила - ООУ „Браќа Миладиновци“ с.Добрушево,0.05805555556,3.498,"41.15517,21.4815922","41.1320864,21.4711364",с.Трап-Будаково
7470104863,Могила - ООУ „Браќа Миладиновци“ с.Добрушево,0.07388888889,4.697,"41.15517,21.4815922","41.1833267,21.450904",с.Ношпал
7470104863,Могила - ООУ „Браќа Миладиновци“ с.Добрушево,0.1105555556,6.371,"41.15517,21.4815922","41.1666241,21.5375435",с.Мусинци
7470104863,Могила - ООУ „Браќа Миладиновци“ с.Добрушево,0.1555555556,8.898,"41.15517,21.4815922","41.0836964,21.478053",с.Дедебалци
7470161190,Могила - ООУ „Гоце Делчев“,0.1355555556,5.62,"41.1102655,21.3778691","41.1189345,21.4417918",с.Радобор
7470161190,Могила - ООУ „Гоце Делчев“,0.1902777778,8.003,"41.1102655,21.3778691","41.1417132,21.4371117",с. Долна Чарлија
7470104871,Могила - ООУ „Кочо Рацин“ с.Ивањевци,0.1386111111,5.288,"41.1951209,21.3592471","41.2304816,21.3371369",с. Св. Тодори
7470104871,Могила - ООУ „Кочо Рацин“ с.Ивањевци,0.2,9.374,"41.1951209,21.3592471","41.2070183,21.403477",с. Лознани
7470104871,Могила - ООУ „Кочо Рацин“ с.Ивањевци,0.1627777778,6.98,"41.1951209,21.3592471","41.2503752,21.3303047",с. Трновци
7470104871,Могила - ООУ „Кочо Рацин“ с.Ивањевци,0.1844444444,4.642,"41.1951209,21.3592471","41.1590737,21.3601959",с. Беранци
7470104871,Могила - ООУ „Кочо Рацин“ с.Ивањевци,0.1102777778,2.586,"41.1951209,21.3592471","41.1755291,21.3641181",с. Долно Српци
7480108214,Неготино - ООУ„Гоце Делчев“,0.1772222222,9.373,"41.4810977,22.0841135","41.527701,22.0131438",с. Курија
7480108214,Неготино - ООУ„Гоце Делчев“,0.2347222222,12.216,"41.4810977,22.0841135","41.4408778,22.1530385",с. Тремник
7480108214,Неготино - ООУ„Гоце Делчев“,0.05388888889,1.614,"41.4810977,22.0841135","41.46938,22.0824513",с. Тимјаник
7480108214,Неготино - ООУ„Гоце Делчев“,0.165,6.773,"41.4810977,22.0841135","41.4278027,22.0963127",с. Долни Дисан
7480108192,Неготино - ООУ„Страшо Пинџур“,0.1675,8.366,"41.4870934,22.0931932","41.5381009,22.0893532",с. Црвени Брегови
7480108192,Неготино - ООУ„Страшо Пинџур“,0.2330555556,9.965,"41.4870934,22.0931932","41.4744742,22.1666081",с. Војшанци
7480108192,Неготино - ООУ„Страшо Пинџур“,0.1286111111,5.674,"41.4870934,22.0931932","41.5191667,22.1282463",с. Пепелиште
7480108192,Неготино - ООУ„Страшо Пинџур“,0.1263888889,5.491,"41.4870934,22.0931932","41.5276928,22.1201244",с. Криволак
7490104839,Новаци - ООУ „Славко Лумбарковски“,0.065,2.863,"41.040614,21.4545742","41.0191346,21.467459",с. Рибарци
7490104839,Новаци - ООУ „Славко Лумбарковски“,0.1719444444,8.66,"41.040614,21.4545742","41.1088526,21.4748708",с. Далбеговци
7490104839,Новаци - ООУ „Славко Лумбарковски“,0.3613888889,18.738,"41.040614,21.4545742","40.9316575,21.5566569",с. Бач
7490104839,Новаци - ООУ „Славко Лумбарковски“,0.1719444444,9.641,"41.040614,21.4545742","41.1161579,21.4865469",с.Агларци
7490104839,Новаци - ООУ „Славко Лумбарковски“,0.4469444444,22.824,"41.040614,21.4545742","40.9048276,21.5944815",с. Живојно
7490104839,Новаци - ООУ „Славко Лумбарковски“,0.07138888889,3.404,"41.040614,21.4545742","41.0688486,21.45674",с.Добромири
7490104839,Новаци - ООУ „Славко Лумбарковски“,0.4094444444,24.239,"41.040614,21.4545742","41.1025374,21.6469674",с.Рапеш
7490104839,Новаци - ООУ „Славко Лумбарковски“,0.4197222222,21.89,"41.040614,21.4545742","40.9172108,21.5304385",с. Гермијан
7500106785,Ново Село - ООУ „Видео Подгорец“ с.Колешино,0.08416666667,3.756,"41.3809494,22.8127059","41.3784448,22.8548511",с.Мокрино
7500106785,Ново Село - ООУ „Видео Подгорец“ с.Колешино,0.0525,2.457,"41.3809494,22.8127059","41.3772802,22.83907",с. Мокриево
7500106742,Ново Село - ООУ „Мануш Турновски“,0.1866666667,10.248,"41.4141551,22.8786273","41.3676538,22.9553959",с. Старо Коњарево
7500106742,Ново Село - ООУ „Мануш Турновски“,0.1202777778,6.175,"41.4141551,22.8786273","41.3758287,22.9042806",с. Смолари
7500106742,Ново Село - ООУ „Мануш Турновски“,0.08944444444,5.293,"41.4141551,22.8786273","41.4093718,22.8379843",с. Зубово
7500106742,Ново Село - ООУ „Мануш Турновски“,0.09055555556,3.704,"41.4141551,22.8786273","41.40262,22.9053368",с. Самоилово
7500106742,Ново Село - ООУ „Мануш Турновски“,0.1327777778,7.404,"41.4141551,22.8786273","41.3733297,22.923241",с. Дражево
7500106742,Ново Село - ООУ „Мануш Турновски“,0.1191666667,6.987,"41.4141551,22.8786273","41.3947439,22.9396702",с. Ново Коњарево
7500106742,Ново Село - ООУ „Мануш Турновски“,0.09666666667,6.661,"41.4141551,22.8786273","41.4387035,22.8271728",с. Сушица
7520110871,Охрид -   ООУ „Ванчо Николески“ с.Лескоец,0.1947222222,7.78,"41.1495911,20.8287746","41.1977523,20.8071124",с. Ливоишта
7520110871,Охрид -   ООУ „Ванчо Николески“ с.Лескоец,0.09861111111,3.584,"41.1495998,20.8404529","41.1714742,20.8339868",Косел
7520110871,Охрид -   ООУ „Ванчо Николески“ с.Лескоец,0.4086111111,17.875,"41.1495998,20.8404529","41.2369913,20.9061671",Куратица
7520105932,Охрид -  ООУ „ Св. Наум Охридски“ с.Пештани,0.1627777778,5.22,"41.015672704209,20.8114683015875","41.0256426,20.8151032",с. Елшани
7520105932,Охрид -  ООУ „ Св. Наум Охридски“ с.Пештани,0.1916666667,7.669,"41.015672704209,20.8114683015875","40.9605813,20.7830676",с. Трпејца
7520105932,Охрид -  ООУ „ Св. Наум Охридски“ с.Пештани,0.5222222222,11.446,"41.015672704209,20.8114683015875","41.0517267,20.812692",с. Коњско
7520106211,Охрид - ООУ „Кочо Рацин“,0.2336111111,7.543,"41.1356488,20.8108214","41.158189,20.7900842",Охрид
7520105908,Охрид - ООУ„Григор Прличев“,0.07888888889,2.501,"41.1136368,20.8064157","41.0950464,20.813148",Рача
7520105886,Охрид - ООУ„Климент Охридски“,0.3505555556,19.83,"41.1134117,20.8022899","41.2664358,20.7778082",Сатеска
7530104170,Петровец - ООУ „Братство-Единство“ с.Средно Коњари,0.8025,39.471,"41.9559597,21.7157167","41.9469344,21.3529888",с.Чифлик
7530104170,Петровец - ООУ „Братство-Единство“ с.Средно Коњари,0.06861111111,2.762,"41.9559597,21.7157167","41.9755671,21.7234401",c.Горно Коњари
7530104170,Петровец - ООУ „Братство-Единство“ с.Средно Коњари,0.0425,1.663,"41.9559597,21.7157167","41.9421573,21.7083724",Долно Коњари
7530104170,Петровец - ООУ „Братство-Единство“ с.Средно Коњари,0.3377777778,29.05,"41.9559198,21.7155184","41.957317,21.7596287",с.Сушица
7530104073,Петровец - ООУ „Кочо Рацин“,0.3422222222,17.302,"41.9595575,21.5193596","41.8934731,21.6798901",Катланово
7530104073,Петровец - ООУ „Кочо Рацин“,0.2988888889,12.884,"41.9595575,21.5193596","41.9221502,21.5848748",Огњанци
7540105339,Пехчево - OОУ „Ванчо Китанов“,0.08777777778,3.761,"41.7623452,22.8815537","41.7609897,22.8375305",с.Робово-Пехчево
7540105339,Пехчево - OОУ „Ванчо Китанов“,0.1941666667,11.762,"41.7623452,22.8815537","41.8210113,22.8821749",с.Црник-Пехчево
7540105339,Пехчево - OОУ „Ванчо Китанов“,0.2755555556,16.603,"41.7623452,22.8815537","41.8557324,22.9023878",с.Панчарево-Пехчево
7540105339,Пехчево - OОУ „Ванчо Китанов“,0.1213888889,4.796,"41.7623452,22.8815537","41.7706088,22.8354997",с.Умлена - Пехчево
,Пласница - ООУ „Јунус Емре“ с.Лисичани,0.1694444444,7.136,"41.4633253,21.0494533","41.4614192,20.9983946",с.Староец
,Пласница - ООУ „Јунус Емре“ с.Лисичани,0.07194444444,3.077,"41.4633253,21.0494533","41.473781,21.0289309",с.Челопеци
,Пласница - ООУ „Јунус Емре“ с.Лисичани,0.1577777778,6.454,"41.4633253,21.0494533","41.4952009,21.0557879",с.Вранештица
7560106327,Прилеп - OOУ „Климент Охридски“,0.1644444444,6.866,"41.3459494,21.5482275","41.3861615,21.4989519",с.Мачучиште
7560106394,Прилеп - ООУ „Рампо Левката“,0.007222222222,0.578,"41.3308934,21.5541592","41.3276385,21.5646735",с. Селце
7560106572,Прилеп - ООУ„Блаже Конески“,0.04666666667,0.965,"41.3510945,21.5372349","41.3561779,21.5378692",нас. Варош
7560106440,Прилеп - ООУ„Гоце Делчев“,0.5738888889,26.545,"41.3427915,21.5681633","41.3790305,21.8058443",с. Голем Радобил општина Прилеп
7560106491,Прилеп - ООУ„Кирил и Методиј“ с. Канатларци,0.04277777778,1.856,"41.2108562,21.5029942","41.2129245,21.4820989",с. Ерековци
7560106491,Прилеп - ООУ„Кирил и Методиј“ с. Канатларци,0.3516666667,10.739,"41.2108562,21.5029942","41.229067,21.598464",с. Бонче
7560106491,Прилеп - ООУ„Кирил и Методиј“ с. Канатларци,0.1430555556,5.954,"41.2108562,21.5029942","41.2009313,21.5635045",Подмол
7560106386,Прилеп - ООУ„Кочо Рацин“,0.07805555556,1.321,"41.343465,21.5546088","41.3482417,21.5433774",нас. Рид
7560106335,Прилеп - ООУ„Круме Волнароски“ с.Тополчани,0.2144444444,11.921,"41.2279955,21.4310082","41.2977961,21.4952286",Беровци
7560106335,Прилеп - ООУ„Круме Волнароски“ с.Тополчани,0.3,13.899,"41.2279955,21.4310082","41.3049976,21.4798967",с.галичани
7560106335,Прилеп - ООУ„Круме Волнароски“ с.Тополчани,0.1125,4.411,"41.2279955,21.4310082","41.2639722,21.4336517",с.Загорани
7560106335,Прилеп - ООУ„Круме Волнароски“ с.Тополчани,0.1566666667,8.098,"41.2279955,21.4310082","41.2597127,21.482277",Алинци
7560106335,Прилеп - ООУ„Круме Волнароски“ с.Тополчани,0.2297222222,13.28,"41.2279955,21.4310082","41.3118674,21.5159083",с. Ново Лагово
7560106335,Прилеп - ООУ„Круме Волнароски“ с.Тополчани,0.1330555556,5.363,"41.2279955,21.4310082","41.2044614,21.458525",Клепач
7560106335,Прилеп - ООУ„Круме Волнароски“ с.Тополчани,0.1169444444,4.378,"41.2279955,21.4310082","41.2496233,21.3965366",с.Чепигово
7560106335,Прилеп - ООУ„Круме Волнароски“ с.Тополчани,0.2416666667,13.545,"41.2279955,21.4310082","41.2954857,21.5352632",с.Старо Лагово
7560106475,Прилеп - ООУ„Страшо Пинџур“ с. Мало Коњари,0.1080555556,3.666,"41.3370918,21.4629641","41.3075684,21.4606851",Кадино Село
7560106475,Прилеп - ООУ„Страшо Пинџур“ с. Мало Коњари,0.0675,2.832,"41.3370918,21.4629641","41.3448768,21.4395346",Големо Коњари
7570107145,Пробиштип - ООУ „Браќа Миладиновци“,0.2144444444,8.404,"42.0015214,22.1795813","41.9873186,22.2373191",Злетово
7570107145,Пробиштип - ООУ „Браќа Миладиновци“,0.1194444444,3.808,"42.0015214,22.1795813","41.9979863,22.1585438",нас. Пробиштип
7570107145,Пробиштип - ООУ „Браќа Миладиновци“,0.1402777778,5.272,"42.0015214,22.1795813","42.0249656,22.1976048",с.Добрево
7570107145,Пробиштип - ООУ „Браќа Миладиновци“,0.1541666667,6.076,"42.0015214,22.1795813","41.9678935,22.217299",с.Ратавица
7570110812,Пробиштип - ООУ „Никола Карев“,0.1038888889,3.965,"41.9946457,22.1822926","41.9818696,22.1631354",с.Стрмош
7580106939,Радовиш - ООУ „Коста Рацин“ с.Подареш,0.1316666667,4.111,"41.615663,22.5400405","41.5871493,22.5629632",с.Јаргулица
